nazwa_leku,substancja_czynna,postac_leku,dawka_leku,zawartosc_opakowania,identyfikator_leku,lp
Salaza,Mesalazinum, czopki, 1000 mg,30 szt.,05909991433857,3973
Salaza,Mesalazinum, czopki, 500 mg,30 szt.,05909991448554,3974
Salaza,Mesalazinum, tabl. dojel., 1000 mg,100 szt.,05909991449964,3975
Salazopyrin EN,Sulfasalazinum, tabl. dojel., 500 mg,50 szt.,05909990864416,3976
Salazopyrin EN,Sulfasalazinum, tabl. dojel., 500 mg,100 szt.,05909990864423,3977
Salbetan,Betamethasoni dipropionas + Acidum salicylicum, roztwór na skórê, 0.64 + 20 mg/g,1 butelka 50 ml,05909991254988,3978
Salbetan,Betamethasoni dipropionas + Acidum salicylicum, roztwór na skórê, 0.64 + 20 mg/g,1 butelka 100 ml,05909991254995,3979
Salbutamol Hasco,Salbutamolum, syrop, 2 mg/5 ml,1 but.po 100 ml,05909990317516,3980
Salflumix Easyhaler,Fluticasoni propionas + Salmeterolum, proszek do inhalacji, 250+50 µg/dawkê odmierzon¹,1 inh.po 60 daw.,05909991383626,3981
Salflumix Easyhaler,Fluticasoni propionas + Salmeterolum, proszek do inhalacji, 500+50 µg/dawkê odmierzon¹,1 inh.po 60 daw.,05909991383657,3982
Salmex,Fluticasoni propionas + Salmeterolum, proszek do inhalacji, 100+50 (µg + µg)/dawkê inhalacyjn¹,1 inhalator (60 dawek),05909991034900,3983
Salmex,Fluticasoni propionas + Salmeterolum, proszek do inhalacji, 250+50 (µg + µg)/dawkê inhalacyjn¹,1 inhalator (60 dawek),05909991034924,3984
Salmex,Fluticasoni propionas + Salmeterolum, proszek do inhalacji, 500+50 (µg + µg)/dawkê inhalacyjn¹,1 inhalator (60 dawek),05909991034931,3985
Salofalk,Mesalazinum, zawiesina doodbytnicza, 4 g/60 ml,7 but.po 60 ml,05909990970117,3986
Salofalk 1 g,Mesalazinum, czopki, 1 g,30 szt.,05909990806430,3987
Salofalk 500,Mesalazinum, tabl. dojel., 500 mg,50 szt.,05909990400119,3988
Salofalk 500,Mesalazinum, czopki, 500 mg,30 szt.,05909990422227,3989
Salson,Gliclazidum, tabletki o zmodyfikowanym uwalnianiu, 60 mg,30 szt.,05909991267186,3990
Salson,Gliclazidum, tabletki o zmodyfikowanym uwalnianiu, 60 mg,60 szt.,05909991267193,3991
Sandimmun ,Ciclosporinum, koncentrat do sporz¹dzania roztworu do infuzji, 50 mg/ml,10 amp. po 1 ml,05909990119813,3992
Sandimmun Neoral,Ciclosporinum, kaps. miêkkie, 25 mg,50 szt.,05909990336616,3993
Sandimmun Neoral,Ciclosporinum, kaps. miêkkie, 50 mg,50 szt.,05909990336715,3994
Sandimmun Neoral,Ciclosporinum, kaps. miêkkie, 100 mg,50 szt.,05909990336814,3995
Sandimmun Neoral,Ciclosporinum, roztwór doustny, 100 mg/ml,50 ml,05909990336913,3996
Sandimmun Neoral,Ciclosporinum, kaps. miêkkie, 10 mg,60 szt.,05909990406111,3997
Sandostatin,Octreotidum, roztwór do wstrzykiwañ/do infuzji, 50 ?g/ml,5 amp.po 1 ml,05909990042715,3998
Sandostatin,Octreotidum, roztwór do wstrzykiwañ/do infuzji, 100 ?g/ml,5 amp.po 1 ml,05909990042913,3999
Sandostatin LAR,Octreotidum, proszek i rozpuszczalnik do sporz¹dzania zawiesiny do wstrzykiwañ, 30 mg,1 fiol. + 1 amp.-strz. z rozp. 2 ml,05909990459513,4000
Sandostatin LAR,Octreotidum, proszek i rozpuszczalnik do sporz¹dzania zawiesiny do wstrzykiwañ, 20 mg,1 fiol. + 1 amp.-strz. z rozp. 2 ml,05909990459612,4001
Sandostatin LAR,Octreotidum, proszek i rozpuszczalnik do sporz¹dzania zawiesiny do wstrzykiwañ, 10 mg,1 fiol. + 1 amp.-strz. z rozp. 2 ml,05909990459711,4002
Sastium,Sertralinum, tabl. powl., 50 mg,28 szt.,05909991279516,4003
Sastium,Sertralinum, tabl. powl., 50 mg,30 szt.,05909991279523,4004
Sastium,Sertralinum, tabl. powl., 50 mg,84 szt.,05909991279561,4005
Sastium,Sertralinum, tabl. powl., 100 mg,28 szt.,05909991279615,4006
Sastium,Sertralinum, tabl. powl., 100 mg,30 szt.,05909991279622,4007
Sastium,Sertralinum, tabl. powl., 100 mg,84 szt.,05909991279660,4008
Sedival,Agomelatinum, tabl. powl., 25 mg,28 szt.,05909991419172,4009
Seebri Breezhaler,Glycopyrronii bromidum, proszek do inhalacji w kaps. twardej, 44 µg,30 kaps. + 1 inhalator,05909991000882,4010
Segan,Selegilini hydrochloridum, tabl., 5 mg,60 szt.,05909990746026,4011
Seizpat,Lacosamidum, tabl. powl., 50 mg,14 szt.,05909991375966,4012
Seizpat,Lacosamidum, tabl. powl., 100 mg,56 szt.,05909991376017,4013
Seizpat,Lacosamidum, tabl. powl., 150 mg,56 szt.,05909991376055,4014
Seizpat,Lacosamidum, tabl. powl., 200 mg,56 szt.,05909991376093,4015
Selgres,Selegilinum, tabl. powl., 5 mg,50 szt.,05909990404315,4016
Serdolect,Sertindolum, tabl. powl., 4 mg,30 szt.,05909991089214,4017
Serdolect,Sertindolum, tabl. powl., 12 mg,28 szt.,05909991089313,4018
Serdolect,Sertindolum, tabl. powl., 16 mg,28 szt.,05909991089412,4019
Seretide 125,Fluticasoni propionas + Salmeterolum, aerozol wziewny; zawiesina, 125+25 µg/dawkê inhalacyjn¹,1 poj.po 120 daw.,05909990907014,4020
Seretide 250,Fluticasoni propionas + Salmeterolum, aerozol wziewny; zawiesina, 250+25 µg/dawkê inhalacyjn¹,1 poj.po 120 daw.,05909990907113,4021
Seretide 50,Fluticasoni propionas + Salmeterolum, aerozol wziewny; zawiesina, 50+25 µg/dawkê inhalacyjn¹,1 poj.po 120 daw.,05909990906918,4022
Seretide Dysk 100,Fluticasoni propionas + Salmeterolum, proszek do inhalacji, 100+50 µg/dawkê inhalacyjn¹,1 poj.po 60 daw.,05909990832422,4023
Seretide Dysk 250,Fluticasoni propionas + Salmeterolum, proszek do inhalacji, 250+50 µg/dawkê inhalacyjn¹,1 poj.po 60 daw.,05909990832521,4024
Seretide Dysk 500,Fluticasoni propionas + Salmeterolum, proszek do inhalacji, 500+50 µg/dawkê inhalacyjn¹,1 poj.po 60 daw.,05909990832620,4025
Serevent,Salmeterolum, aerozol inhalacyjny; zawiesina, 25 µg/dawkê inhalacyjn¹,1 szt. (1 szt.po 120 daw.),05909990623099,4026
Serevent Dysk,Salmeterolum, proszek do inhalacji, 50 µg/dawkê inhalacyjn¹,1 poj.po 60 daw.,05909990437825,4027
Seronil,Fluoxetinum, tabl. powl., 10 mg,30 szt.,05909990374311,4028
Seronil,Fluoxetinum, tabl. powl., 10 mg,100 szt.,05909990374328,4029
Sertagen,Sertralinum, tabl. powl., 100 mg,28 szt.,05909990046621,4030
Sertagen,Sertralinum, tabl. powl., 50 mg,28 szt.,05909990046690,4031
Sertralina KRKA,Sertralinum, tabl. powl., 50 mg,30 szt.,05909990919888,4032
Sertralina KRKA,Sertralinum, tabl. powl., 100 mg,30 szt.,05909990919987,4033
Sertranorm,Sertralinum, tabl. powl., 50 mg,30 szt.,05909990663040,4034
Sertranorm,Sertralinum, tabl. powl., 100 mg,30 szt.,05909990663163,4035
Setaloft 100 mg,Sertralinum, tabl. powl., 100 mg,30 szt.,05909990571963,4036
Setaloft 50 mg,Sertralinum, tabl. powl., 50 mg,30 szt.,05909990571925,4037
Setinin,Quetiapinum, tabl. powl., 100 mg,60 szt.,05909990736393,4038
Setinin,Quetiapinum, tabl. powl., 200 mg,60 szt.,05909990736461,4039
Setinin,Quetiapinum, tabl. powl., 300 mg,60 szt.,05909990736492,4040
Setronon,Ondansetronum, tabl. powl., 8 mg,10 szt. (1 blist.po 10 szt.),05909990994717,4041
Setronon,Ondansetronum, tabl. powl., 8 mg,10 szt.,05909991394264,4042
Sevredol,Morphini sulfas, tabl. powl., 20 mg,60 szt.,05909990336425,4043
Signifor,Pasireotidum, proszek i rozpuszczalnik do sporz¹dzania zawiesiny do wstrzykiwañ, 30 mg,1 fiol. proszku + 1 amp.-strzyk. 2 ml rozp. + 1 ig³a + 1 ³¹cznik fiolki,03663502002568,4044
Signifor,Pasireotidum, proszek i rozpuszczalnik do sporz¹dzania zawiesiny do wstrzykiwañ, 20 mg,1 fiol. proszku + 1 amp.-strzyk. 2 ml rozp. + 1 ig³a + 1 ³¹cznik fiolki,03663502002575,4045
Signifor,Pasireotidum, proszek i rozpuszczalnik do sporz¹dzania zawiesiny do wstrzykiwañ, 10 mg,1 fiol. proszku + 1 amp.-strzyk. 2 ml rozp. + 1 ig³a + 1 ³¹cznik fiolki,03663502002582,4046
Signifor,Pasireotidum, proszek i rozpuszczalnik do sporz¹dzania zawiesiny do wstrzykiwañ, 60 mg,1 fiol. proszku + 1 amp.-strzyk. 2 ml rozp. + 1 ig³a + 1 ³¹cznik fiolki,03663502002599,4047
Signifor,Pasireotidum, proszek i rozpuszczalnik do sporz¹dzania zawiesiny do wstrzykiwañ, 40 mg,1 fiol. proszku + 1 amp.-strzyk. 2 ml rozp. + 1 ig³a + 1 ³¹cznik fiolki,03663502002605,4048
Silamil,Solifenacini succinas, tabl. powl., 10 mg,30 szt.,05909991339135,4049
Silamil,Solifenacini succinas, tabl. powl., 5 mg,30 szt.,05909991422394,4050
Sildenafil Aurovitas,Sildenafili citras, tabl. powl., 20 mg,90 szt.,05909991338015,4051
Sildenafil Zentiva,Sildenafilum, tabletki powlekane, 20 mg,90 szt.,05909991355715,4052
Silodosin Aurovitas,Silodosinum, kaps. twarde, 4 mg,30 szt.,05909991418885,4053
Silodosin Aurovitas,Silodosinum, kaps. twarde, 8 mg,30 szt.,05909991418960,4054
Silodosin Recordati,Silodosinum, kaps. twarde, 4 mg,30 szt.,05391519923528,4055
Silodosin Recordati,Silodosinum, kaps. twarde, 8 mg,30 szt.,05391519923535,4056
Silodosin Recordati,Silodosinum, kaps. twarde, 8 mg,90 szt.,05391519923542,4057
Silungo,Sildenafilum, tabl. powl., 20 mg,90 szt.,05909991408299,4058
Silvercel Hydro-Alginate 10x20 cm,Emplastri antimicrobiotica, opatrunek, 200 cm?,1 szt.,15051978002291,4059
Silvercel Hydro-Alginate 11x11 cm,Emplastri antimicrobiotica, opatrunek, 121 cm?,1 szt.,15051978002321,4060
Simcovas,Simvastatinum, tabl. powl., 20 mg,28 szt.,05909990649532,4061
Simcovas,Simvastatinum, tabl. powl., 40 mg,28 szt. (2 blist.po 14 szt.),05909990649655,4062
Simorion,Simvastatinum, tabl. powl., 10 mg,28 szt.,05909990793853,4063
Simponi,Golimumabum, roztwór do wstrzykiwañ, 50 mg,1 wstrzykiwacz,05909990717187,4064
Simratio 10,Simvastatinum, tabl. powl., 10 mg,28 szt.,05909991019723,4065
Simratio 20,Simvastatinum, tabl. powl., 20 mg,28 szt.,05909991019822,4066
Simratio 40,Simvastatinum, tabl. powl., 40 mg,28 szt.,05909991019945,4067
Simvacard 10,Simvastatinum, tabl. powl., 10 mg,28 szt.,05909990940110,4068
Simvacard 20,Simvastatinum, tabl. powl., 20 mg,28 szt.,05909990940219,4069
Simvacard 40,Simvastatinum, tabl. powl., 40 mg,28 szt.,05909990940318,4070
Simvachol,Simvastatinum, tabl. powl., 10 mg,28 szt.,05909990941025,4071
Simvachol,Simvastatinum, tabl. powl., 20 mg,28 szt.,05909990941124,4072
Simvachol,Simvastatinum, tabl. powl., 40 mg,28 szt.,05909990941223,4073
Simvagen 20,Simvastatinum, tabl. powl., 20 mg,28 szt.,05909990743650,4074
Simvagen 40,Simvastatinum, tabl. powl., 40 mg,28 szt.,05909990743667,4075
SimvaHEXAL 10,Simvastatinum, tabl. powl., 10 mg,30 szt.,05909990623273,4076
SimvaHEXAL 20,Simvastatinum, tabl. powl., 20 mg,30 szt.,05909990623297,4077
SimvaHEXAL 40,Simvastatinum, tabl. powl., 40 mg,30 szt.,05909990623334,4078
Simvastatin Aurovitas,Simvastatinum, tabl. powl., 20 mg,28 szt.,05909990731565,4079
Simvastatin Aurovitas,Simvastatinum, tabl. powl., 40 mg,28 szt.,05909990731671,4080
Simvastatin Bluefish,Simvastatinum, tabl. powl., 10 mg,28 szt.,05909990723591,4081
Simvastatin Bluefish,Simvastatinum, tabl. powl., 20 mg,28 szt.,05909990723812,4082
Simvastatin Bluefish,Simvastatinum, tabl. powl., 20 mg,30 szt.,05909990723829,4083
Simvastatin Bluefish,Simvastatinum, tabl. powl., 40 mg,28 szt.,05909990724031,4084
Simvastatin Genoptim,Simvastatinum, tabl. powl., 20 mg,28 szt.,05907553016012,4085
Simvastatin Genoptim,Simvastatinum, tabl. powl., 40 mg,28 szt.,05907553016029,4086
Simvasterol,Simvastatinum, tabl. powl., 10 mg,28 szt.,05909990927616,4087
Simvasterol,Simvastatinum, tabl. powl., 20 mg,28 szt.,05909990927715,4088
Simvasterol,Simvastatinum, tabl. powl., 40 mg,28 szt.,05909990927838,4089
Sinemet CR 200/50,Levodopum + Carbidopum, tabl. o zmodyfikowanym uwalnianiu, 200+50 mg,100 szt.,05909990020416,4090
Siofor 1000,Metformini hydrochloridum, tabl. powl., 1000 mg,30 szt.,05909990220984,4091
Siofor 1000,Metformini hydrochloridum, tabl. powl., 1000 mg,60 szt.,05909990220991,4092
Siofor 1000,Metformini hydrochloridum, tabl. powl., 1000 mg,90 szt.,05909990221004,4093
Siofor 1000,Metformini hydrochloridum, tabl. powl., 1000 mg,120 szt.,05909990221028,4094
Siofor 500,Metformini hydrochloridum, tabl. powl., 500 mg,90 szt.,04013054024331,4095
Siofor 500,Metformini hydrochloridum, tabl. powl., 500 mg,30 szt.,05909990457212,4096
Siofor 500,Metformini hydrochloridum, tabl. powl., 500 mg,60 szt.,05909990457229,4097
Siofor 500,Metformini hydrochloridum, tabl. powl., 500 mg,120 szt.,05909990457236,4098
Siofor 850,Metformini hydrochloridum, tabl. powl., 850 mg,90 szt.,04013054024348,4099
Siofor 850,Metformini hydrochloridum, tabl. powl., 850 mg,30 szt.,05909990457311,4100
Siofor 850,Metformini hydrochloridum, tabl. powl., 850 mg,60 szt.,05909990457328,4101
Siofor 850,Metformini hydrochloridum, tabl. powl., 850 mg,120 szt.,05909990457335,4102
Siofor XR 1000 mg,Metformini hydrochloridum, tabl. o przed³. uwalnianiu, 1000 mg,30 szt.,05909991394554,4103
Siofor XR 1000 mg,Metformini hydrochloridum, tabl. o przed³. uwalnianiu, 1000 mg,120 szt.,05909991394585,4104
Siofor XR 500 mg,Metformini hydrochloridum, tabl. o przed³. uwalnianiu, 500 mg,30 szt.,05909991394431,4105
Siofor XR 500 mg,Metformini hydrochloridum, tabl. o przed³. uwalnianiu, 500 mg,120 szt.,05909991394462,4106
Siofor XR 750 mg,Metformini hydrochloridum, tabl. o przed³. uwalnianiu, 750 mg,30 szt.,05909991394486,4107
Siofor XR 750 mg,Metformini hydrochloridum, tabl. o przed³. uwalnianiu, 750 mg,120 szt.,05909991394516,4108
Sirdalud MR,Tizanidinum, kaps. o zmodyfikowanym uwalnianiu; twarde, 6 mg,30 szt.,05909990671410,4109
Skyrizi,Risankizumabum, roztwór do wstrzykiwañ, 75 mg/0.83 ml,2 ampu³ko-strzykawki + 2 gaziki nas¹czone alkoholem,08054083019277,4110
Sobycor,Bisoprololi fumaras, tabl. powl., 5 mg,30 szt.,05909991097400,4111
Sobycor,Bisoprololi fumaras, tabl. powl., 5 mg,60 szt.,05909991097448,4112
Sobycor,Bisoprololi fumaras, tabl. powl., 10 mg,30 szt.,05909991097523,4113
Sobycor,Bisoprololi fumaras, tabl. powl., 10 mg,60 szt.,05909991097554,4114
Solian,Amisulpridum, tabl., 100 mg,30 szt.,05909990840816,4115
Solian,Amisulpridum, tabl. powl., 200 mg,30 szt.,05909990840915,4116
Solian,Amisulpridum, tabl. powl., 400 mg,30 szt.,05909990841011,4117
Solian,Amisulpridum, tabl., 400 mg,30 szt.,05909991452261,4118
Solian,Amisulpridum, tabl., 400 mg,30 szt.,05909991466114,4119
Solifenacin Stada,Solifenacini succinas, tabl. powl., 5 mg,30 szt.,05909991340872,4120
Solifenacin Stada,Solifenacini succinas, tabl. powl., 10 mg,30 szt.,05909991340896,4121
Solifurin,Solifenacini succinas, tabl. powl., 5 mg,30 szt.,05909991351298,4122
Solifurin,Solifenacini succinas, tabl. powl., 10 mg,30 szt.,05909991351304,4123
Solinco,Solifenacini succinas, tabl. powl., 5 mg,30 szt.,05901720140340,4124
Solinco,Solifenacini succinas, tabl. powl., 10 mg,30 szt.,05901720140388,4125
Soliris,Eculizumabum, koncentrat do sporz¹dzania roztworu do infuzji, 300 mg,1 fiol. 30 ml,05909990643776,4126
Solu-Medrol,Methylprednisolonum, proszek i rozpuszczalnik do sporz¹dzania roztworu do wstrzykiwañ, 500 mg,1 fiol. z prosz. + 1 fiol. z rozp.,05909990236718,4127
Solu-Medrol,Methylprednisolonum, proszek i rozpuszczalnik do sporz¹dzania roztworu do wstrzykiwañ, 1000 mg,1 fiol. z prosz. + 1 fiol. z rozp.,05909990236817,4128
Somatuline Autogel,Lanreotidum, roztwór do wstrzykiwañ, 60 mg,1 amp.-strz.po 0;5 ml,05909991094416,4129
Somatuline Autogel,Lanreotidum, roztwór do wstrzykiwañ, 90 mg,1 amp.-strz.po 0;5 ml,05909991094515,4130
Somatuline Autogel,Lanreotidum, roztwór do wstrzykiwañ, 120 mg,1 amp.-strz.po 0;5 ml,05909991094614,4131
Somavert,Pegvisomantum, proszek i rozpuszczalnik do sporz¹dzania roztworu do wstrzykiwañ, 20 mg,30 zestawów (fiol.; amp-strzyk. i igie³ z zabezpieczeniem),05415062315958,4132
Somavert,Pegvisomantum, proszek i rozpuszczalnik do sporz¹dzania roztworu do wstrzykiwañ, 25 mg,30 zestawów (fiol.; amp-strzyk. i igie³ z zabezpieczeniem),05415062315965,4133
Somavert,Pegvisomantum, proszek i rozpuszczalnik do sporz¹dzania roztworu do wstrzykiwañ, 10 mg,30 zestawów (fiol.; amp-strzyk. i igie³ z zabezpieczeniem),05909990006281,4134
Somavert,Pegvisomantum, proszek i rozpuszczalnik do sporz¹dzania roztworu do wstrzykiwañ, 15 mg,30 zestawów (fiol.; amp-strzyk. i igie³ z zabezpieczeniem),05909990006298,4135
Sorafenib G.L.,Sorafenibum, tabl. powl., 200 mg,112 szt.,09008732012415,4136
Sorafenib Sandoz,Sorafenibum, tabl. powl., 200 mg,112 szt.,07613421047009,4137
Sorafenib Teva,Sorafenib tosylate, tabl. powl., 200 mg,112 szt. (blister),05909991423711,4138
Sorafenib Zentiva,Sorafenibum, tabl. powl., 200 mg,112 szt.,05909991440145,4139
Sorbact Absorption Dressing (Sorbact opatrunek absorpcyjny),Emplastri microfibricum cellulosae, opatrunek absorpcyjny wi¹¿¹cy bakterie, 10x10 cm?,1 szt.,7392130182224,4140
Sorbact Absorption Dressing (Sorbact opatrunek absorpcyjny),Emplastri microfibricum cellulosae, opatrunek absorpcyjny wi¹¿¹cy bakterie, 10x20 cm?,1 szt.,7392130182231,4141
Sorbact Compress (Sorbact kompres),Emplastri microfibricum cellulosae, kompres wi¹¿¹cy bakterie, 7x9 cm?,1 szt.,7392130181258,4142
Sorbact gel,Emplastri microfibricum cellulosae, opatrunek ¿elowy adsorbuj¹cy bakterie, 7.5x15 cm?,1 szt.,7392130181371,4143
Sorbact opatrunek piankowy,Emplastri microfibricum cellulosae, opatrunek piankowy, 15x15 cm?,1 szt.,7392130183153,4144
Sorbact Ribbon Gauze (Sorbact taœma z gazy),Emplastri microfibricum cellulosae, taœma z gazy wi¹¿¹ca bakterie, 5x200 cm?,1 szt.,7392130181203,4145
Sorbact Ribbon Gauze (Sorbact taœma z gazy),Emplastri microfibricum cellulosae, taœma z gazy wi¹¿¹ca bakterie, 2x50 cm?,1 szt.,7392130181210,4146
Sorbalgon,Emplastri alginatosa et hydrofibrica, ja³owy opatrunek z alginianów wapnia, 10x20 cm?,1 szt.,4049500217927,4147
Sorbalgon 10x10 cm,Emplastri alginatosa et hydrofibrica, ja³owy opatrunek z alginianów wapnia, 100 cm?,1 szt.,4049500217958,4148
Sorbalgon 5x5 cm,Emplastri alginatosa et hydrofibrica, ja³owy opatrunek z alginianów wapnia, 25 cm?,1 szt.,4049500217965,4149
Soreca,Solifenacini succinas, tabl. powl., 5 mg,30 szt.,05909991371753,4150
Soreca,Solifenacini succinas, tabl. powl., 10 mg,30 szt.,05909991371777,4151
Sorelex 10x10 cm,Emplastri collagenosa, opatrunek, 100 cm?,1 szt.,8595163717817,4152
Sotahexal 160,Sotalolum, tabl., 160 mg,20 szt.,05909990309115,4153
Sotahexal 80,Sotalolum, tabl., 80 mg,20 szt.,05909990309016,4154
Sotalol Aurovitas,Sotaloli hydrochloridum, tabl., 40 mg,60 szt.,05909991357160,4155
Spamilan,Buspironi hydrochloridum, tabl., 10 mg,60 szt.,05902023776304,4156
Spamilan,Buspironi hydrochloridum, tabl., 5 mg,60 szt.,05909990073597,4157
Spamilan,Buspironi hydrochloridum, tabl., 10 mg,60 szt.,05909990073603,4158
Spamilan,Buspironi hydrochloridum, tabl., 10 mg,60 szt.,05909997201450,4159
Spamilan,Buspironum, tabl., 10 mg,60 szt.,05909997213538,4160
Sperart,Valganciclovirum, tabletki powlekane, 450 mg,60 tabl.,05909991257354,4161
Spinraza,Nusinersenum, roztwór do wstrzykiwañ, 12 mg,1 fiol. 5 ml,05713219500975,4162
Spiolto Respimat,Olodaterolum + Tiotropium, roztwór do inhalacji; 2,5+2.5 µg,1 wk³ad 30 dawek + 1 inh.,05909991257439,4163
Spiolto Respimat,Olodaterolum + Tiotropium, roztwór do inhalacji; 2,5+2.5 µg,wk³ad uzupe³niaj¹cy 30 dawek,05909991432034,4164
Spiriva,Tiotropium, proszek do inhalacji w kaps. twardych, 18 µg/dawkê inhalacyjn¹,30 szt.,05909990985111,4165
Spiriva,Tiotropium, proszek do inhalacji w kaps. twardych, 18 µg/dawkê inhalacyjn¹,30 szt.,05909990985128,4166
Spiriva Respimat,Tiotropium, roztwór do inhalacji, 2.5 µg/dawkê odmierzon¹,1 wk³.po 30 dawek leczniczych (60 dawek odmierzonych) + 1 inhalator Respimat,05909990735839,4167
Spironol,Spironolactonum, tabl., 25 mg,20 szt.,05909990110216,4168
Spironol,Spironolactonum, tabl., 25 mg,100 szt.,05909990110223,4169
Spironol,Spironolactonum, tabl. powl., 50 mg,30 szt.,05909991244651,4170
Spironol,Spironolactonum, tabl. powl., 50 mg,60 szt.,05909991244668,4171
Spironol 100,Spironolactonum, tabl. powl., 100 mg,20 szt.,05909990673124,4172
Sprycel,Dazatynib, tabl. powl., 20 mg,60 szt.,05909990621323,4173
Sprycel,Dazatynib, tabl. powl., 50 mg,60 szt.,05909990621354,4174
Sprycel,Dazatynib, tabl. powl., 100 mg,30 szt.,05909990671601,4175
Sprycel,Dazatynib, tabl. powl., 80 mg,30 szt.,05909990818631,4176
Sprycel,Dazatynib, tabl. powl., 140 mg,30 szt.,05909990818655,4177
Srivasso,Tiotropium, proszek do inhalacji w kapsu³ce twardej, 18 µg/dawkê inhalacyjn¹,30 kaps.,05909991253998,4178
Srivasso,Tiotropium, proszek do inhalacji w kapsu³ce twardej, 18 µg/dawkê inhalacyjn¹,30 kaps. z inhalatorem,05909991254001,4179
Staveran 120,Verapamilum, tabl. powl., 120 mg,20 tabl.,05909990045419,4180
Staveran 40,Verapamilum, tabl. powl., 40 mg,20 tabl.,05909990045211,4181
Staveran 80,Verapamilum, tabl. powl., 80 mg,20 tabl.,05909990045310,4182
Stediril 30,Ethinylestradiolum + Levonorgestrelum, tabl. dra¿owane; 0,03+0.15 mg,21 szt.,05909990072514,4183
Stelara,Ustekinumabum, koncentrat do sporz¹dzania roztworu do infuzji, 130 mg,1 fiolka (30ml),05909991307066,4184
Stelara,Ustekinumabum, roztwór do wstrzykiwañ , 45 mg,1 amp-strz.,05909997077505,4185
Stelara,Ustekinumabum, roztwór do wstrzykiwañ w ampu³ko-strzykawce, 90 mg,1 amp-strz.,05909997077512,4186
Stimuloton,Sertralinum, tabl. powl., 50 mg,30 szt.,05909990994816,4187
Storvas CRT,Atorvastatinum, tabl. powl., 10 mg,30 szt.,05909991042097,4188
Storvas CRT,Atorvastatinum, tabl. powl., 20 mg,30 szt.,05909991042103,4189
Storvas CRT,Atorvastatinum, tabl. powl., 40 mg,30 szt.,05909991042134,4190
Storvas CRT,Atorvastatinum, tabl. powl., 80 mg,30 szt.,05909991042141,4191
Storvas CRT,Atorvastatinum, tabl. powl., 30 mg,30 szt.,05909991415976,4192
Storvas CRT,Atorvastatinum, tabl. powl., 60 mg,30 szt.,05909991419042,4193
Sulfasalazin EN Krka,Sulfasalazinum, tabl. dojel., 500 mg,50 szt.,05909990283316,4194
Sulfasalazin EN Krka,Sulfasalazinum, tabl. dojel., 500 mg,100 szt.,05909990283323,4195
Sulfasalazin Krka,Sulfasalazinum, tabl. powl., 500 mg,50 szt.,05909990283217,4196
Sulpiryd Hasco,Sulpiridum, tabl., 50 mg,24 szt.,05909991380373,4197
Sulpiryd Hasco,Sulpiridum, tabl., 100 mg,24 szt.,05909991380410,4198
Sulpiryd Hasco,Sulpiridum, tabl., 200 mg,30 szt.,05909991380465,4199
Sulpiryd Teva,Sulpiridum, kaps. twarde, 100 mg,24 szt.,05909990159314,4200
