identyfikator_leku,zakres_wskazan,zakres_wskazan_pozarejestracyjnych,poziom_odplatnosci,wysokosc_doplaty_swiadczeniobiorcy,id_leku
05909990916016,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,przewlek³a choroba nerek inna ni¿ okreœlona w ChPL - u dzieci do 18 roku ¿ycia; leczenie renoprotekcyjne w przypadkach innych ni¿ okreœlone w ChPL - u dzieci do 18 roku ¿ycia,rycza³t,13.59,4625
05909990916016,,,,,4625
05909991401566,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,przewlek³a choroba nerek inna ni¿ okreœlona w ChPL - u dzieci do 18 roku ¿ycia; leczenie renoprotekcyjne w przypadkach innych ni¿ okreœlone w ChPL - u dzieci do 18 roku ¿ycia,rycza³t,11.95,4626
05909991401566,,,,,4626
05909991402006,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,przewlek³a choroba nerek inna ni¿ okreœlona w ChPL - u dzieci do 18 roku ¿ycia; leczenie renoprotekcyjne w przypadkach innych ni¿ okreœlone w ChPL - u dzieci do 18 roku ¿ycia,rycza³t,11.95,4627
05909991402006,,,,,4627
05909991411640,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,przewlek³a choroba nerek inna ni¿ okreœlona w ChPL - u dzieci do 18 roku ¿ycia; leczenie renoprotekcyjne w przypadkach innych ni¿ okreœlone w ChPL - u dzieci do 18 roku ¿ycia,rycza³t,11.95,4628
05909991411640,,,,,4628
05909991414153,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,przewlek³a choroba nerek inna ni¿ okreœlona w ChPL - u dzieci do 18 roku ¿ycia; leczenie renoprotekcyjne w przypadkach innych ni¿ okreœlone w ChPL - u dzieci do 18 roku ¿ycia,rycza³t,11.95,4629
05909991414153,,,,,4629
05909991427153,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,przewlek³a choroba nerek inna ni¿ okreœlona w ChPL - u dzieci do 18 roku ¿ycia; leczenie renoprotekcyjne w przypadkach innych ni¿ okreœlone w ChPL - u dzieci do 18 roku ¿ycia,rycza³t,11.95,4630
05909991427153,,,,,4630
05909991447540,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,przewlek³a choroba nerek inna ni¿ okreœlona w ChPL - u dzieci do 18 roku ¿ycia; leczenie renoprotekcyjne w przypadkach innych ni¿ okreœlone w ChPL - u dzieci do 18 roku ¿ycia,rycza³t,11.95,4631
05909991447540,,,,,4631
05909991463403,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,przewlek³a choroba nerek inna ni¿ okreœlona w ChPL - u dzieci do 18 roku ¿ycia; leczenie renoprotekcyjne w przypadkach innych ni¿ okreœlone w ChPL - u dzieci do 18 roku ¿ycia,rycza³t,11.95,4632
05909991463403,,,,,4632
05909990478217,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,przewlek³a choroba nerek inna ni¿ okreœlona w ChPL - u dzieci do 18 roku ¿ycia; leczenie renoprotekcyjne w przypadkach innych ni¿ okreœlone w ChPL - u dzieci do 18 roku ¿ycia,rycza³t,7.54,4633
05909990478217,,,,,4633
05909990885312,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,rycza³t,8.25,4634
05909990885312,,,,,4634
05909990478316,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,przewlek³a choroba nerek inna ni¿ okreœlona w ChPL - u dzieci do 18 roku ¿ycia; leczenie renoprotekcyjne w przypadkach innych ni¿ okreœlone w ChPL - u dzieci do 18 roku ¿ycia,rycza³t,9.23,4635
05909990478316,,,,,4635
05909990885411,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,rycza³t,9.23,4636
05909990885411,,,,,4636
05909990715497,Choroby psychiczne lub upoœledzenia umys³owe,,30%,38.5,4637
05909990715497,,,,,4637
05909990918621,Choroby psychiczne lub upoœledzenia umys³owe,,30%,11.11,4638
05909990918621,,,,,4638
05909990918720,Choroby psychiczne lub upoœledzenia umys³owe,,30%,14.38,4639
05909990918720,,,,,4639
05909991094645,Choroby psychiczne lub upoœledzenia umys³owe,,30%,20.09,4640
05909991094645,,,,,4640
05909991094799,Choroby psychiczne lub upoœledzenia umys³owe,,30%,38.94,4641
05909991094799,,,,,4641
05909990125524,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,rycza³t,3.2,4642
05909990125623,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,rycza³t,3.2,4643
05909990866625,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,50%,4.87,4644
05909991219130,Cukrzyca typu 2; u pacjentów przed w³¹czeniem insuliny; leczonych co najmniej dwoma doustnymi lekami hipoglikemizuj¹cymi od co najmniej 6 miesiêcy; z HbA1c ? 8 %; z oty³oœci¹ definiowan¹ jako BMI ?35 kg/m2 oraz bardzo wysokim ryzykiem sercowo-naczyniowym rozumianym jako: 1)potwierdzona choroba sercowo-naczyniowa; lub 2)uszkodzenie innych narz¹dów objawiaj¹ce siê poprzez: bia³komocz lub przerost lewej komory lub retinopatiê; lub 3)obecnoœæ 2 lub wiêcej g³ównych czynników ryzyka spoœród wymienionych poni¿ej: -wiek ? 55 lat dla mê¿czyzn; ?60 lat dla kobiet; -dyslipidemia; -nadciœnienie têtnicze; -palenie tytoniu,,30%,68.98,4645
05909991219161,Cukrzyca typu 2; u pacjentów przed w³¹czeniem insuliny; leczonych co najmniej dwoma doustnymi lekami hipoglikemizuj¹cymi od co najmniej 6 miesiêcy; z HbA1c ? 8 %; z oty³oœci¹ definiowan¹ jako BMI ?35 kg/m2 oraz bardzo wysokim ryzykiem sercowo-naczyniowym rozumianym jako: 1)potwierdzona choroba sercowo-naczyniowa; lub 2)uszkodzenie innych narz¹dów objawiaj¹ce siê poprzez: bia³komocz lub przerost lewej komory lub retinopatiê; lub 3)obecnoœæ 2 lub wiêcej g³ównych czynników ryzyka spoœród wymienionych poni¿ej: -wiek ? 55 lat dla mê¿czyzn; ?60 lat dla kobiet; -dyslipidemia; -nadciœnienie têtnicze; -palenie tytoniu,,30%,68.98,4646
08594012697638,Cukrzyca typu 2; u pacjentów przed w³¹czeniem insuliny; leczonych co najmniej dwoma doustnymi lekami hipoglikemizuj¹cymi od co najmniej 6 miesiêcy; z HbA1c ? 8 %; z oty³oœci¹ definiowan¹ jako BMI ?35 kg/m2 oraz bardzo wysokim ryzykiem sercowo-naczyniowym rozumianym jako: 1)potwierdzona choroba sercowo-naczyniowa; lub 2)uszkodzenie innych narz¹dów objawiaj¹ce siê poprzez: bia³komocz lub przerost lewej komory lub retinopatiê; lub 3)obecnoœæ 2 lub wiêcej g³ównych czynników ryzyka spoœród wymienionych poni¿ej: -wiek ? 55 lat dla mê¿czyzn; ?60 lat dla kobiet; -dyslipidemia; -nadciœnienie têtnicze; -palenie tytoniu,,30%,68.98,4647
08594012697645,Cukrzyca typu 2; u pacjentów przed w³¹czeniem insuliny; leczonych co najmniej dwoma doustnymi lekami hipoglikemizuj¹cymi od co najmniej 6 miesiêcy; z HbA1c ? 8 %; z oty³oœci¹ definiowan¹ jako BMI ?35 kg/m2 oraz bardzo wysokim ryzykiem sercowo-naczyniowym rozumianym jako: 1)potwierdzona choroba sercowo-naczyniowa; lub 2)uszkodzenie innych narz¹dów objawiaj¹ce siê poprzez: bia³komocz lub przerost lewej komory lub retinopatiê; lub 3)obecnoœæ 2 lub wiêcej g³ównych czynników ryzyka spoœród wymienionych poni¿ej: -wiek ? 55 lat dla mê¿czyzn; ?60 lat dla kobiet; -dyslipidemia; -nadciœnienie têtnicze; -palenie tytoniu,,30%,68.98,4648
05909990925841,Padaczka,,rycza³t,3.2,4649
05909990925841,,,,,4649
05909990925858,Padaczka,,rycza³t,8.4,4650
05909990925858,,,,,4650
05909990925872,Padaczka,,rycza³t,12.05,4651
05909990925872,,,,,4651
05909990925889,Padaczka,,rycza³t,18.69,4652
05909990925889,,,,,4652
05909990925926,Padaczka,,rycza³t,15.24,4653
05909990925926,,,,,4653
05909990925940,Padaczka,,rycza³t,18.69,4654
05909990925940,,,,,4654
05909990925957,Padaczka,,rycza³t,32.71,4655
05909990925957,,,,,4655
05909990661329,Jaskra,,rycza³t,6.94,4656
05909990661329,,,,,4656
05909990998814,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,ciê¿ka wtórna hipercholesterolemia u dzieci w wieku od 10  do 18 roku ¿ycia (z  wysokim ryzykiem powik³añ sercowo - naczyniowych oraz przy braku skutecznoœci leczenia niefarmakologicznego) w przebiegu: niewydolnoœci nerek lub zespo³u nerczycowego; lub cukrzycy typu I (z towarzysz¹c¹ mikroalbuminuri¹ lub niewydolnoœci¹ nerek); lub otrzymuj¹cych terapiê antyretrowirusow¹; lub po przeszczepianiu narz¹dów,30%,6.12,4657
05909990998814,,,,,4657
05909990998821,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,ciê¿ka wtórna hipercholesterolemia u dzieci w wieku od 10  do 18 roku ¿ycia (z  wysokim ryzykiem powik³añ sercowo - naczyniowych oraz przy braku skutecznoœci leczenia niefarmakologicznego) w przebiegu: niewydolnoœci nerek lub zespo³u nerczycowego; lub cukrzycy typu I (z towarzysz¹c¹ mikroalbuminuri¹ lub niewydolnoœci¹ nerek); lub otrzymuj¹cych terapiê antyretrowirusow¹; lub po przeszczepianiu narz¹dów,30%,12.11,4658
05909990998821,,,,,4658
05909990998838,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,ciê¿ka wtórna hipercholesterolemia u dzieci w wieku od 10  do 18 roku ¿ycia (z  wysokim ryzykiem powik³añ sercowo - naczyniowych oraz przy braku skutecznoœci leczenia niefarmakologicznego) w przebiegu: niewydolnoœci nerek lub zespo³u nerczycowego; lub cukrzycy typu I (z towarzysz¹c¹ mikroalbuminuri¹ lub niewydolnoœci¹ nerek); lub otrzymuj¹cych terapiê antyretrowirusow¹; lub po przeszczepianiu narz¹dów,30%,17.9,4659
05909990998838,,,,,4659
05909990998913,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,ciê¿ka wtórna hipercholesterolemia u dzieci w wieku od 10  do 18 roku ¿ycia (z  wysokim ryzykiem powik³añ sercowo - naczyniowych oraz przy braku skutecznoœci leczenia niefarmakologicznego) w przebiegu: niewydolnoœci nerek lub zespo³u nerczycowego; lub cukrzycy typu I (z towarzysz¹c¹ mikroalbuminuri¹ lub niewydolnoœci¹ nerek); lub otrzymuj¹cych terapiê antyretrowirusow¹; lub po przeszczepianiu narz¹dów,30%,8.88,4660
05909990998913,,,,,4660
05909990998920,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,ciê¿ka wtórna hipercholesterolemia u dzieci w wieku od 10  do 18 roku ¿ycia (z  wysokim ryzykiem powik³añ sercowo - naczyniowych oraz przy braku skutecznoœci leczenia niefarmakologicznego) w przebiegu: niewydolnoœci nerek lub zespo³u nerczycowego; lub cukrzycy typu I (z towarzysz¹c¹ mikroalbuminuri¹ lub niewydolnoœci¹ nerek); lub otrzymuj¹cych terapiê antyretrowirusow¹; lub po przeszczepianiu narz¹dów,30%,15.25,4661
05909990998920,,,,,4661
05909990998937,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,ciê¿ka wtórna hipercholesterolemia u dzieci w wieku od 10  do 18 roku ¿ycia (z  wysokim ryzykiem powik³añ sercowo - naczyniowych oraz przy braku skutecznoœci leczenia niefarmakologicznego) w przebiegu: niewydolnoœci nerek lub zespo³u nerczycowego; lub cukrzycy typu I (z towarzysz¹c¹ mikroalbuminuri¹ lub niewydolnoœci¹ nerek); lub otrzymuj¹cych terapiê antyretrowirusow¹; lub po przeszczepianiu narz¹dów,30%,21.96,4662
05909990998937,,,,,4662
05909990810161,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,ciê¿ka wtórna hipercholesterolemia u dzieci w wieku od 10  do 18 roku ¿ycia (z  wysokim ryzykiem powik³añ sercowo - naczyniowych oraz przy braku skutecznoœci leczenia niefarmakologicznego) w przebiegu: niewydolnoœci nerek lub zespo³u nerczycowego; lub cukrzycy typu I (z towarzysz¹c¹ mikroalbuminuri¹ lub niewydolnoœci¹ nerek); lub otrzymuj¹cych terapiê antyretrowirusow¹; lub po przeszczepianiu narz¹dów,30%,8.91,4663
05909990810161,,,,,4663
05909990810178,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,ciê¿ka wtórna hipercholesterolemia u dzieci w wieku od 10  do 18 roku ¿ycia (z  wysokim ryzykiem powik³añ sercowo - naczyniowych oraz przy braku skutecznoœci leczenia niefarmakologicznego) w przebiegu: niewydolnoœci nerek lub zespo³u nerczycowego; lub cukrzycy typu I (z towarzysz¹c¹ mikroalbuminuri¹ lub niewydolnoœci¹ nerek); lub otrzymuj¹cych terapiê antyretrowirusow¹; lub po przeszczepianiu narz¹dów,30%,10.65,4664
05909990810178,,,,,4664
05909990810185,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,ciê¿ka wtórna hipercholesterolemia u dzieci w wieku od 10  do 18 roku ¿ycia (z  wysokim ryzykiem powik³añ sercowo - naczyniowych oraz przy braku skutecznoœci leczenia niefarmakologicznego) w przebiegu: niewydolnoœci nerek lub zespo³u nerczycowego; lub cukrzycy typu I (z towarzysz¹c¹ mikroalbuminuri¹ lub niewydolnoœci¹ nerek); lub otrzymuj¹cych terapiê antyretrowirusow¹; lub po przeszczepianiu narz¹dów,30%,15.57,4665
05909990810185,,,,,4665
05909990810208,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,ciê¿ka wtórna hipercholesterolemia u dzieci w wieku od 10  do 18 roku ¿ycia (z  wysokim ryzykiem powik³añ sercowo - naczyniowych oraz przy braku skutecznoœci leczenia niefarmakologicznego) w przebiegu: niewydolnoœci nerek lub zespo³u nerczycowego; lub cukrzycy typu I (z towarzysz¹c¹ mikroalbuminuri¹ lub niewydolnoœci¹ nerek); lub otrzymuj¹cych terapiê antyretrowirusow¹; lub po przeszczepianiu narz¹dów,30%,26.63,4666
05909990810208,,,,,4666
05909990084333,,,bezp³atny,0,4667
05909990851966,,,bezp³atny,0,4668
05909990851973,,,bezp³atny,0,4669
05909991080921,Przewlek³a obturacyjna choroba p³uc – leczenie podtrzymuj¹ce u pacjentów powy¿ej 18 roku ¿ycia,,30%,52.06,4670
05909991080921,,,,,4670
05909990796298,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,zapalenie b³ony œluzowej ¿o³¹dka u dzieci poni¿ej 2 roku ¿ycia,50%,9.14,4671
05909990796359,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,zapalenie b³ony œluzowej ¿o³¹dka u dzieci poni¿ej 2 roku ¿ycia,50%,15.9,4672
05909990796533,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,zapalenie b³ony œluzowej ¿o³¹dka u dzieci poni¿ej 2 roku ¿ycia,50%,15.9,4673
05909990065110,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,50%,25.26,4674
05907587609235,Przerost gruczo³u krokowego,,rycza³t,19.57,4675
05907587609235,,,,,4675
05909990566068,Przerost gruczo³u krokowego,,rycza³t,7.93,4676
05909990566068,,,,,4676
05909990566075,Przerost gruczo³u krokowego,,rycza³t,13.94,4677
05909990566075,,,,,4677
05909991191214,Przerost gruczo³u krokowego,,rycza³t,13.95,4678
05909991191214,,,,,4678
05909991191221,Przerost gruczo³u krokowego,,rycza³t,8.17,4679
05909991191221,,,,,4679
05909991199081,Przerost gruczo³u krokowego,,rycza³t,19.57,4680
05909991199081,,,,,4680
07640111932758,,,bezp³atny,0,4681
07640111932765,,,bezp³atny,0,4682
07640111932772,,,bezp³atny,0,4683
07640111932789,,,bezp³atny,0,4684
07640111932796,,,bezp³atny,0,4685
07640111932802,,,bezp³atny,0,4686
07640111932819,,,bezp³atny,0,4687
07640111932826,,,bezp³atny,0,4688
07640111932833,,,bezp³atny,0,4689
3546895520270,Przewlek³e owrzodzenia,,30%,4.38,4690
3546895520287,Przewlek³e owrzodzenia,,30%,8.73,4691
3546895520294,Przewlek³e owrzodzenia,,30%,11.38,4692
3546895520263,Przewlek³e owrzodzenia,,30%,1.76,4693
3546895520737,Przewlek³e owrzodzenia,,30%,12.39,4694
3546895520744,Przewlek³e owrzodzenia,,30%,33.44,4695
3546895520720,Przewlek³e owrzodzenia,,30%,4.73,4696
3546895520300,Przewlek³e owrzodzenia,,30%,7.84,4697
3546894554863,Przewlek³e owrzodzenia,,30%,20.65,4698
3546894554870,Przewlek³e owrzodzenia,,30%,25.3,4699
3546894530669,Przewlek³e owrzodzenia,,30%,25.47,4700
3546894549517,Przewlek³e owrzodzenia,,30%,25.3,4701
3546894554887,Przewlek³e owrzodzenia,,30%,20.65,4702
3546894554894,Przewlek³e owrzodzenia,,30%,25.3,4703
3546895518147,Przewlek³e owrzodzenia,,30%,14.79,4704
3546895518116,Przewlek³e owrzodzenia,,30%,4.27,4705
3546895518123,Przewlek³e owrzodzenia,,30%,6.64,4706
3546895518130,Przewlek³e owrzodzenia,,30%,11.28,4707
3546895518109,Przewlek³e owrzodzenia,,30%,2.92,4708
3546895518093,Przewlek³e owrzodzenia,,30%,8.75,4709
3546895518079,Przewlek³e owrzodzenia,,30%,4.38,4710
3546895518086,Przewlek³e owrzodzenia,,30%,11.38,4711
3546895518017,Przewlek³e owrzodzenia,,30%,14.57,4712
3546895518024,<1>Przewlek³e owrzodzenia,,30%,31.46,4713
3546895518024,<2>Epidermolysis bullosa,,bezp³atny do limitu,18.6,4713
3546895518048,Przewlek³e owrzodzenia,,30%,5.06,4714
3546895518048,Epidermolysis bullosa,,bezp³atny do limitu,0.21,4714
3546895518055,Przewlek³e owrzodzenia,,30%,11.38,4715
3546895518055,Epidermolysis bullosa,,bezp³atny do limitu,0,4715
3546895518062,Przewlek³e owrzodzenia,,30%,21.72,4716
3546895518062,Epidermolysis bullosa,,bezp³atny do limitu,0,4716
05909991008642,Zespó³ pêcherza nadreaktywnego potwierdzony badaniem urodynamicznym,,30%,13.02,4717
05909991008642,,,,,4717
05909991008666,Zespó³ pêcherza nadreaktywnego potwierdzony badaniem urodynamicznym,,30%,13.02,4718
05909991008666,,,,,4718
05909991008680,Zespó³ pêcherza nadreaktywnego potwierdzony badaniem urodynamicznym,,30%,24.15,4719
05909991008680,,,,,4719
05909990648641,Zespó³ pêcherza nadreaktywnego potwierdzony badaniem urodynamicznym,,30%,9,4720
05909990648641,,,,,4720
05909991437473,Zespó³ pêcherza nadreaktywnego potwierdzony badaniem urodynamicznym,,30%,11.77,4721
05909991437473,,,,,4721
05909990265831,,,bezp³atny,0,4722
05909991392086,,,bezp³atny,0,4723
05909991438647,,,bezp³atny,0,4724
05909991088842,Przerost gruczo³u krokowego,,rycza³t,6.37,4725
05909991088842,,,,,4725
05909991312633,Zespó³ pêcherza nadreaktywnego,,30%,9.23,4726
05909991312633,,,,,4726
05909991312640,Zespó³ pêcherza nadreaktywnego,,30%,16.58,4727
05909991312640,,,,,4727
05909990566280,Przerost gruczo³u krokowego,,rycza³t,3.2,4728
05909990566280,,,,,4728
05909997216393,Przerost gruczo³u krokowego,,rycza³t,3.2,4729
05909997216393,,,,,4729
05909997226293,Przerost gruczo³u krokowego,,rycza³t,3.2,4730
05909997226293,,,,,4730
05909990414741,Pierwotna ¿ó³ciowa marskoœæ w¹troby w pocz¹tkowym stadium choroby,cholestaza ciê¿arnych,30%,30.82,4731
05909990414741,,,,,4731
05909991314675,Pierwotna ¿ó³ciowa marskoœæ w¹troby w pocz¹tkowym stadium choroby,cholestaza ciê¿arnych,30%,28.19,4732
05909991314675,,,,,4732
05909990798223,Pierwotna ¿ó³ciowa marskoœæ w¹troby w pocz¹tkowym stadium choroby,cholestaza ciê¿arnych,30%,21.33,4733
05909990798223,,,,,4733
05909991325770,Zaburzenia czynnoœci w¹troby i dróg ¿ó³ciowych zwi¹zane z mukowiscydoz¹; Pierwotna ¿ó³ciowa marskoœæ w¹troby w pocz¹tkowym stadium choroby,cholestaza ciê¿arnych,30%,12.88,4734
05909991325770,,,,,4734
05909991325794,Zaburzenia czynnoœci w¹troby i dróg ¿ó³ciowych zwi¹zane z mukowiscydoz¹; Pierwotna ¿ó³ciowa marskoœæ w¹troby w pocz¹tkowym stadium choroby,cholestaza ciê¿arnych,30%,24.55,4735
05909991325794,,,,,4735
05909991228620,Zaka¿enie wirusem cytomegalii u pacjentów poddawanych przeszczepom narz¹dów mi¹¿szowych - profilaktyka po zakoñczeniu hospitalizacji zwi¹zanej z transplantacj¹ do 110 dni po przeszczepie; Zaka¿enie wirusem cytomegalii u pacjentów poddawanych przeszczepom nerek - profilaktyka po zakoñczeniu hospitalizacji zwi¹zanej z transplantacj¹ do 200 dni po przeszczepie,zaka¿enie wirusem cytomegalii u pacjentów poddawanych przeszczepom koñczyny; rogówki; szpiku; tkanek lub komórek - profilaktyka po zakoñczeniu hospitalizacji zwi¹zanej z transplantacj¹ do 110 dni po przeszczepie; zaka¿enia wirusem cytomegalii po transplantacji narz¹dów lub szpiku - leczenie; zaka¿enia wirusem Ebsteina-Barr po transplantacji narz¹dów lub szpiku - leczenie,rycza³t,513.5,4736
